,categories_textform,short_name,price,sales_count
507,GROCERIES,Organic Unsweetened Vanilla Flax Mylk,3.19,8.0
508,BAKING ESSENTIALS,Truvia Calorie Free Sweetener,5.24,63.0
509,nan,Lemon Hand Sanitizer Wipes,3.19,
510,nan,Pringles Potato Crisps Chips,1.74,11.0
511,GROCERIES,Quinoa Cacao Granola,5.49,10.0
512,GROCERIES,Olay Regenerist Micro-Sculpting Cream Face Moisturizer,10.49,67.0
513,nan,Jet Waterproof Eyeliner,10.99,
514,DAIRY,Bolt Strawberry,2.49,3.0
515,nan,Olay Vitamin,11.99,
516,DAIRY,Olay,27.99,110.0
517,GROCERIES,Corsair Ll,35.98,42.0
518,BEVERAGES,Organic Blackberry Probiotic,4.49,1.0
519,COOKIES,Fixodent Complete Original Denture Adhesive Cream,10.49,312.0
520,HEALTH & MEDICINE,Preparation H Hemorrhoid Relief Ointment Tube,12.49,214.0
521,nan,Pringles Potato Crisps Chips,1.74,
522,BEVERAGES,Herbal Essences Sulfate-Free Honey,8.49,54.0
523,DAIRY,Olay,27.99,110.0
524,nan,Cactus Cooler Orange Pineapple Soda Pop,20.78,
525,nan,Zz Bloody Mary Mix,4.48,
526,GROCERIES,Sandisk Black Ultra,38.98,36.0
527,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
528,GROCERIES,Avocado,7.29,6.0
529,nan,Sensodyne Complete Protection Sensitivity Toothpaste,8.49,
530,nan,Rainbow,7.99,
531,nan,Watermelon Sparkling,5.49,
532,GROCERIES,Sprite Lemon Lime Soda Soft Drink,1.96,0.0
533,DAIRY,Cheez-It Cheese Crackers,2.54,894.0
534,nan,Sensodyne Complete Protection Sensitivity Toothpaste,8.49,
535,GROCERIES,Olay,10.49,44.0
536,nan,Sensodyne Pronamel Gentle Whitening Enamel Toothpaste,8.49,
537,nan,Caught Anchovy Paste,2.99,
538,nan,Everyday Extra,10.99,
539,GROCERIES,Sunscreen Spf,12.79,10.0
540,GROCERIES,Frizz Be Gone,10.49,9.0
541,GROCERIES,Olay Micro-Sculpting Cream,36.99,371.0
542,nan,Organic Mango Smoothie,4.49,
543,nan,Bull Energy Drink,8.87,
544,nan,Peanut Butter Choc Chip Frozen Dessert,6.99,
545,nan,Smoothing Castor,10.79,
546,GROCERIES,Nervive,24.49,144.0
547,GROCERIES,Excedrin Migraine Caplets,15.99,113.0
548,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,9.39,0.0
549,nan,Olay Vitamin,11.99,
550,BREAD & BAKERY,Square Glass,8.49,5.0
551,GROCERIES,Silly Strawberry Fluoride Free Toothpaste,4.19,7.0
552,nan,Pringles Potato Crisps Chips,1.74,
553,BREAD & BAKERY,Oat Bars Lemon Poppyseed,2.29,2.0
554,BREAKFAST & CEREAL,Kellogg,4.04,674.0
555,nan,Bull Energy Drink,8.87,
556,nan,Polar Seltzer,2.94,
557,PERSONAL CARE,Orgain,27.33,1.0
558,CONDIMENTS,Classic Balsamic Glaze,5.99,11.0
559,COOKIES,Classic Almond Butter,11.99,3.0
560,BREAKFAST & CEREAL,Kellogg,3.79,494.0
561,nan,Superseed Vegan Bread,8.99,
562,nan,Care Balm Vanilla Sheer,6.79,
563,GROCERIES,Sunkist Orange Soda,3.98,0.0
564,nan,Spicy Dill Pickles,6.99,
565,nan,Essentia Bottled,14.99,
566,nan,Spice Hardest Working Collection Anti-Perspirant Deodorant,7.99,
567,BREAD & BAKERY,Google Ga00639-Us,195.98,33.0
568,nan,Vitamin E,7.09,
569,nan,Mello Yello Citrus Flavored Soda Soft Drinks,26.39,
570,nan,Organic,1.49,
571,BABY ITEMS,Raw Shea Chamomile Argan Baby Lotion,5.99,7.0
572,COOKIES,Restore,10.29,7.0
573,nan,Kellogg,3.54,40.0
574,GRAINS,Roasted Garlic Sauce,7.39,9.0
575,BEVERAGES,Diva,37.29,3.0
576,GROCERIES,Trident Sugar Free Gum,3.49,12.0
577,GROCERIES,Olay Retinol,34.99,10.0
578,nan,Siggi ’ S®,1.99,
579,COOKIES,Melatonin Calm Sleep,11.89,2.0
580,nan,Lavender Moon Bedtime Lip,10.99,
581,KITCHEN APPLIANCES,Ninja,105.98,2.0
582,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
583,BEVERAGES,Herbal Essences Sulfate-Free Honey,8.49,54.0
584,GROCERIES,Ninja,205.98,37.0
585,BREAD & BAKERY,Style Corn Grits,3.69,3.0
586,nan,7Up Cherry,18.75,
587,nan,Essentia Bottled,14.99,
588,nan,Nature,5.04,
589,nan,Preparation H Multi Symptom Hemorrhoid Cream Tube,12.49,
590,nan,Rockstar Punched,5.28,
591,nan,Lipton Iced Tea Mix Black Tea,10.83,
592,nan,Jumex,21.95,
593,nan,Excedrin Extra Strength Headache Relief Caplets,7.99,
594,CONDIMENTS,Original Habanero Eat,7.69,1.0
595,GROCERIES,Trident Original Sugar Free Gum,3.49,55.0
596,nan,Pringles Potato Crisps Chips,1.74,
597,VITAMINS & SUPPLEMENTS,Centrum Multivitamin,21.99,0.0
598,GROCERIES,Spice Invisible,7.99,41.0
599,GROCERIES,Organic,3.49,4.0
600,GROCERIES,Nervive,24.49,144.0
601,BAKING ESSENTIALS,Truvia Calorie Free Sweetener,3.94,63.0
602,nan,Diet Dr Pepper Soda,12.94,
603,nan,Softheat,31.49,
604,nan,Olay Moisture Ribbons,6.49,
605,GROCERIES,Swedish Fish Mini Soft,7.24,328.0
606,nan,Orgain Organic Nutritional Shake,11.49,
607,COOKIES,Organic Crunchy,5.99,5.0
608,nan,Teriyaki Sauce,3.49,
609,nan,Essentia Bottled,14.99,
610,HEALTH & MEDICINE,Advil Pm Pain Reliever,10.39,0.0
611,BAKING ESSENTIALS,Truvia Calorie Free Sweetener,3.94,63.0
612,BREAKFAST & CEREAL,Kellogg,4.44,121.0
613,nan,Excedrin Migraine Pain Relief Caplets,3.69,
614,BABY ITEMS,Olay Lotion Moisturizer,11.99,118.0
615,GROCERIES,Antiperspirant Deodorant,11.99,45.0
616,SNACKS & CANDY,Cheez-It Cheese Crackers,6.69,
617,SNACKS & CANDY,Kellogg,9.99,0.0
618,PERSONAL CARE,Tom,5.99,0.0
619,nan,Cheez-It Cheese Crackers,4.04,
620,GROCERIES,Trident,3.49,11.0
621,VITAMINS & SUPPLEMENTS,Align Probiotic Supplement,21.99,3.0
622,GROCERIES,Wash Body Cedarwood,5.89,4.0
623,PERSONAL CARE,Sensodyne Extra Whitening Sensitive Toothpaste,13.89,0.0
624,FITNESS & PERSONAL CARE,Withit Silver,37.98,0.0
625,nan,Trouble,11.99,20.0
626,nan,Things Party,20.99,
627,COOKIES,Fixodent Complete Original Denture Adhesive Cream,10.49,312.0
628,HEALTH CARE,Advil Pain Reliever,10.99,31.0
629,nan,Pore Warrior Everday Lotion,13.59,
630,GROCERIES,Kellogg,3.54,
631,HEALTH & MEDICINE,Vicks Pure Zzzs De-Stress,19.99,1.0
632,GROCERIES,Corsair Ll,35.98,42.0
633,nan,Orgain Collagen,32.31,
634,nan,Sunkist Orange Soda Pop,1.0,
635,nan,Shout,14.99,
636,nan,Bodyarmor Sport Drink,1.24,
637,BEVERAGES,Ipa,19.49,15.0
638,GROCERIES,Emollient Dry Skin,13.59,8.0
639,BEAUTY,Sensodyne Pronamel,14.99,0.0
640,nan,Propel Electrolyte,1.0,
641,GROCERIES,Olay Regenerist Micro-Sculpting Cream Face Moisturizer,10.49,67.0
642,BREAD & BAKERY,Garlic Herb English Muffin,5.91,0.0
643,GROCERIES,Olay Micro-Sculpting Cream,36.99,371.0
644,GROCERIES,Olay Retinol,34.99,10.0
645,DAIRY,Hickory Smoked Extra,11.79,17.0
646,BREAKFAST,Honey Bunches,3.89,1900.0
647,nan,Barq,6.18,
648,nan,Creminelli Varzi,4.99,
649,GROCERIES,Crest Leave-On Teeth Whitening,49.99,109.0
650,nan,Diet Mountain Dew Citrus Soda Pop,3.33,
651,HEALTH CARE,Advil Pm Pain Reliever,12.79,0.0
652,HEALTH CARE,Preparation H Anti Itch Cream,12.49,74.0
653,nan,Larabar,24.99,
654,PERSONAL CARE,Sensodyne Extra Whitening Sensitive Toothpaste,13.89,0.0
655,nan,Pringles Potato Crisps Chips,2.24,
656,nan,Pringles Potato Crisps Chips,1.74,
657,PERSONAL CARE,Sensodyne Repair,8.49,36.0
658,GROCERIES,Olay Cleansing,10.99,3.0
659,COOKIES,Kellogg,5.24,318.0
660,nan,Pringles Potato Crisps Chips,1.74,
661,BAKING ESSENTIALS,Truvia Calorie Free Sweetener,3.94,63.0
662,GROCERIES,Nervive,24.49,144.0
663,DAIRY,Olay,27.99,110.0
664,BEVERAGES,Tampax Pearl,10.99,116.0
665,HEALTH & MEDICINE,Vicks Pure Zzzs De-Stress,19.99,1.0
666,GROCERIES,Siriusxm Black Onyx,105.98,3.0
667,GROCERIES,Febreze Odor-Eliminating,4.49,150.0
668,COOKIES,Agave Mojito Mixer,11.79,2.0
669,SEXUAL WELLNESS,Nature,10.19,0.0
670,nan,Larabar Cinnamon Swirl,5.59,
671,GROCERIES,Olay,10.49,44.0
672,nan,Coca-Cola Zero Sugar Soda Pop,4.88,
673,nan,Bodyarmor Sport Drink,1.24,
674,PERSONAL CARE,Spice Aluminum Free Deodorant,7.99,0.0
675,nan,Cheez-It Cheese Crackers,4.04,
676,BREAKFAST & CEREAL,Organic Pancake,5.79,23.0
677,PERSONAL CARE,Sensodyne Extra Whitening Sensitive Toothpaste,13.89,0.0
678,HEALTH CARE,Preparation H Hemorrhoid Cooling Gel Tube,12.49,80.0
679,GROCERIES,Bella Pro,45.98,122.0
680,nan,Morning,6.74,
681,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
682,HEALTH CARE,Preparation H Anti Itch Cream,12.49,74.0
683,nan,Turmeric Ghee,12.49,2.0
684,DAIRY,Cheez-It Cheese Crackers,6.34,305.0
685,GROCERIES,Ultra Moist Avocado Olive,6.79,7.0
686,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
687,BEVERAGES,Folgers Coffee,15.49,1779.0
688,,Eggo Thick,3.64,
689,nan,Kellogg,5.24,27.0
690,nan,Pringles Potato Crisps Chips,1.74,
691,nan,Mountain,11.99,
692,nan,Castlevania,14.99,
693,GROCERIES,Crest Whitening Therapy Charcoal Deep Clean Fluoride Toothpaste,6.99,328.0
694,BEVERAGES,Lavender Body Lotion,6.59,30.0
695,GROCERIES,Chocolate Chunk Cookie Dough,5.99,12.0
696,DAIRY,Based Buffalo Style,6.19,7.0
697,GROCERIES,Lavender Hand Soap Refill,13.19,2.0
698,BEVERAGES,Bloody Mary Mixer,11.79,1.0
699,GROCERIES,Gillette Skinguard Men,22.99,129.0
700,nan,Sliced Proscuitto Di Parma,7.49,
701,GROCERIES,Ice Cream Classic Honeycomb,6.99,4.0
702,GROCERIES,Tom,5.99,7.0
703,VITAMINS & SUPPLEMENTS,Centrum Multigummies,10.99,361.0
704,nan,Cayenne Hot Sauce,8.99,
705,GROCERIES,Lavender Lullaby Kids Soap,10.99,4.0
706,nan,Lipton,2.48,
707,nan,Pringles Potato Crisps Chips,1.74,
708,nan,Roast K-Cup,11.49,
709,GROCERIES,Curry Korma Sauce,2.79,3.0
710,GROCERIES,Tomato Basil Sauce,7.49,25.0
711,GROCERIES,Clear Gel Antiperspirant Deodorant,8.49,1.0
712,nan,Sensodyne Pronamel Gentle Whitening Enamel Toothpaste,7.29,
713,nan,Bull Energy Drink,8.87,
714,nan,Cleansing,13.59,
715,nan,Peanut Butter Dark Chocolate Bars,8.99,
716,nan,Smuttynose Brewing Co Finestkind Ipa,10.99,
717,HEALTH CARE,Advil Pain Reliever,10.99,31.0
718,nan,Mushroom Risotto,3.99,
719,BEVERAGES,Passion,3.19,1.0
720,GROCERIES,Raspberry Watermelon Lollipops Multipack,5.99,2.0
721,nan,Coffee Espresso Dark Roast Ground,13.99,16.0
722,GROCERIES,Organic Hemp Hearts,13.59,9.0
723,VITAMINS & SUPPLEMENTS,Centrum Multigummies Men,20.99,182.0
724,nan,Imported,14.99,1.0
725,nan,Lasagna,4.99,
726,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
727,BABY ITEMS,Dove Gentle Skin Cleanser Original,3.79,459.0
728,PERSONAL CARE,Tom,5.99,0.0
729,HOUSEHOLD,Febreze,3.49,147.0
730,PERSONAL CARE,Sensodyne Extra Whitening Sensitivity Toothpaste,7.29,84.0
731,GROCERIES,Sprite Lemon Lime Soda Soft Drink,1.96,0.0
732,nan,Hot Sauce,6.99,
733,DAIRY,Whitening,5.09,27.0
734,BREAKFAST & CEREAL,Honey Almond Butter,11.99,3.0
735,DAIRY,Sourmelon Bites,7.99,5.0
736,GROCERIES,Olay Retinol,34.99,10.0
737,GROCERIES,Tom,5.99,7.0
738,GROCERIES,Kellogg,3.54,
739,COOKIES,Fruity Gummy,7.99,4.0
740,COOKIES,Highly Caffeinated Exfoliating Body,7.59,2.0
741,PERSONAL CARE & PHARMACY,Olay,27.99,137.0
742,nan,Sunkist Grape Soda,17.99,
743,nan,Rosemary Artisan Crackers,5.49,
744,nan,Disobey,3.39,
745,GROCERIES,Fat Free Milk,2.99,16.0
746,HEALTH & MEDICINE,Advil Pm Pain Reliever,10.39,0.0
747,nan,Organic Mango,3.49,
748,nan,Acne,8.49,
749,nan,Jumex,21.95,
750,nan,Pepsi Cola Soda Pop,3.33,
751,GROCERIES,Clinical Strength Smooth,8.99,185.0
752,GROCERIES,Chive Cream Cheese Style Spread,5.99,4.0
753,GROCERIES,Apple Sauce,3.99,4.0
754,nan,Excedrin Extra Strength Headache Relief Caplets,3.79,
755,GRAINS,Rao,7.39,9.0
756,nan,Cream Soda,18.2,
757,nan,Buffalo Style,5.29,
758,nan,Cream Soda,18.2,
759,DAIRY,Prosciutto,18.99,21.0
760,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,10.39,0.0
761,PERSONAL CARE,Sensodyne Extra Whitening Sensitive Toothpaste,13.89,0.0
762,COOKIES,Caramel Almond,8.99,1.0
763,GROCERIES,Chip Ice Cream,5.99,26.0
764,GROCERIES,Silly Strawberry Fluoride Free Toothpaste,4.19,7.0
765,GROCERIES,Cauliflower,2.99,259.0
766,nan,Cashew Butter Masala,5.79,
767,GROCERIES,Tea Tree Triple Treat Shampoo,7.19,11.0
768,nan,Pureguardian Ultrasonic Warm,102.98,
769,nan,Flex Cap Laguna,39.89,
770,GROCERIES,Corsair Black Medium Gaming,16.99,39.0
771,HOUSEHOLD,Swiffer Wet Mopping Cloths,5.99,65.0
772,nan,Meatballs Barbados,5.49,
773,BEVERAGES,Milk Shampoo,4.99,31.0
774,DAIRY,Mac,4.79,26.0
775,GROCERIES,Clear Gel Antiperspirant Deodorant,8.49,1.0
776,BABY ITEMS,Burt,4.29,223.0
777,nan,Crush Grape Soda,18.28,
778,nan,Pringles Potato Crisps Chips,1.74,11.0
779,nan,Hempand Sage Sensitive Deodorant,8.99,
780,nan,Fresh Store,5.99,
781,GROCERIES,Clear Gel Antiperspirant Deodorant,8.49,1.0
782,PERSONAL CARE,Sensodyne Extra Whitening Sensitive Toothpaste,13.89,0.0
783,nan,Organic Acai Berry Electrolyte Solution,6.19,
784,BREAKFAST,Honey Bunches,3.89,1900.0
785,nan,Hp Stream,225.98,
786,BEVERAGES,Folgers Coffee,15.49,1779.0
787,GROCERIES,Crunchy Almond Butter,10.29,7.0
788,COOKIES,Protein,1.79,2.0
789,nan,Brown Rice Dog,2.79,
790,CONDIMENTS,Manuka Honey Marfura,11.49,28.0
791,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,10.39,0.0
792,nan,Hemp,8.99,
793,nan,Longwear Eyeliner,10.99,
794,nan,Sunkist Orange Soda Pop,46.43,
795,nan,Sensodyne Pronamel Gentle Whitening Enamel Toothpaste,7.29,
796,SEXUAL WELLNESS,Nature,10.19,0.0
797,DAIRY,Gluten Free,5.29,1.0
798,DAIRY,Riced,3.39,4.0
799,BABY ITEMS,Olay Anti-Aging Face Moisturizer,27.99,139.0
800,,Cheez-It Cheese Crackers,6.34,
801,GROCERIES,Antiperspirant Deodorant,11.99,45.0
802,PERSONAL CARE,Ultra Thin Pads Unscented Size,9.99,237.0
803,GROCERIES,Insignia Black,105.98,3.0
804,nan,Kellogg,3.24,2.0
805,GROCERIES,Nervive,24.49,144.0
806,nan,Pringles Potato Crisps Chips,2.24,
807,HOUSEHOLD,Febreze,3.49,147.0
808,GROCERIES,Spice Invisible,7.99,41.0
809,VITAMINS & SUPPLEMENTS,Align Probiotic Supplement,21.99,3.0
810,HEALTH CARE,Preparation H Anti Itch Cream,12.49,74.0
811,BEVERAGES,Sennheiser Black Momentum True Wireless,205.97,1.0
812,CANNED GOODS,Progresso Soup,3.19,14.0
813,BEVERAGES,Vicks Vapocool Spray,9.49,161.0
814,HEALTH CARE,Preparation H Hemorrhoid Cooling Gel Tube,12.49,80.0
815,FROZEN,Thrifty Vanilla Ice Cream,3.99,36.0
816,BABY ITEMS,Burt,4.29,223.0
817,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
818,nan,Advil Coated Caplets,5.99,
819,nan,Pringles Potato Crisps Chips,1.74,
820,BREAD & BAKERY,Kellogg,5.54,121.0
821,nan,Sensodyne Pronamel Gentle Whitening Enamel Toothpaste,8.49,
822,nan,Polident,8.99,
823,GROCERIES,Crest Whitening Therapy Charcoal Deep Clean Fluoride Toothpaste,6.99,328.0
824,nan,Skin Ultra Sensitive Shave Cream,8.99,
825,nan,Animated Ski Slope,131.99,
826,nan,Electronic,30.98,
827,HEALTH CARE,Advil Pm Pain Reliever,5.09,0.0
828,BEVERAGES,Oral-B Glide Pro-Health Cool Mint Dental Floss,9.49,442.0
829,nan,Preparation H Cooling Spray,9.99,
830,nan,Pringles Potato Crisps Chips,1.74,
831,nan,Lipton Lemon Iced Tea,18.75,
832,nan,Kellogg,3.24,2.0
833,nan,Pringles Potato Crisps Chips,1.74,
834,GROCERIES,Gillette Proglide Shield Men,25.99,247.0
835,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
836,DAIRY,Olay,27.99,110.0
837,nan,Larabar Cinnamon Swirl,5.59,
838,nan,Kellogg,5.24,27.0
839,GROCERIES,Pure,10.99,89.0
840,SHOP THE LIST,Tru,1.99,
841,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
842,GROCERIES,Gillette Mach3,9.99,60.0
843,GROCERIES,Siriusxm Black Onyx,105.98,3.0
844,DAIRY,Pringles Potato Crisps Chips,1.74,33.0
845,nan,Excedrin Migraine Pain Relief Caplets,3.69,
846,VITAMINS & SUPPLEMENTS,Centrum Multivitamin,21.99,0.0
847,PERSONAL CARE,Polident Overnight Whitening Cleanser Tablets,8.99,0.0
848,nan,Bite,22.0,
849,nan,Align Advanced Prebiotic Supplement,26.99,
850,nan,Rockstar Punched,5.28,
851,nan,Gerber,2.34,
852,nan,Excedrin Migraine Pain Relief Caplets,3.69,
853,,Cheez-It Cheese Crackers,6.34,
854,GROCERIES,Larabar Lemon,14.39,59.0
855,GROCERIES,Spice Invisible,7.99,41.0
856,nan,Pringles Potato Crisps Chips,1.74,
857,nan,Kellogg,3.24,2.0
858,HEALTH CARE,Preparation H Anti Itch Cream,12.49,74.0
859,PERSONAL CARE,Sensodyne Extra Whitening Sensitivity Toothpaste,8.49,84.0
860,BABY ITEMS,Dove Gentle Skin Cleanser Original,3.79,459.0
861,GROCERIES,Trident Spearmint Sugar Free Gum,3.49,0.0
862,nan,Cream Soda,18.2,
863,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
864,BEVERAGES,Diet,24.06,0.0
865,COOKIES,Olay Ultimate Eye Cream,30.99,225.0
866,nan,Kellogg,3.54,40.0
867,GROCERIES,Oral-B,8.99,76.0
868,GROCERIES,Olay Cleansing,10.99,3.0
869,nan,Diet Canada Dry Tonic,1.58,
870,HEALTH & MEDICINE,Vicks Pure Zzzs De-Stress,19.99,1.0
871,nan,Dunkin Original Blend Whole Bean Coffee,13.92,
872,GROCERIES,Flexfoam Pads,10.69,152.0
873,BREAD & BAKERY,Olay Deep Hydrating Eye Gel,30.99,3.0
874,PERSONAL CARE,Ultra Thin Pads Unscented Size,9.99,237.0
875,PERSONAL CARE,Tom,5.99,0.0
876,HOME,Spice Anti-Perspirant Deodorant,7.99,0.0
877,COOKIES,Deodorant,8.49,45.0
878,BABY ITEMS,Olay Anti-Aging Face Moisturizer,27.99,139.0
879,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
880,HEALTH & MEDICINE,Vicks Pure Zzzs De-Stress,19.99,1.0
881,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
882,GROCERIES,Olay Cleansing,10.99,3.0
883,HEALTH & MEDICINE,Vicks Pure Zzzs De-Stress,19.99,1.0
884,GROCERIES,Tide,8.49,519.0
885,BABY ITEMS,Olay Lotion Moisturizer,9.99,164.0
886,COOKIES,Parodontax Complete Gum Protection Toothpaste Mint,7.49,2.0
887,nan,Align Advanced Prebiotic Supplement,26.99,
888,CANNED GOODS,Progresso Soup,3.19,14.0
889,COOKIES,Smartypants Prenatal,20.99,164.0
890,CAMERAS,Digipower Silver Streamer Video,45.98,0.0
891,BACK2SCHOOL,Smartypants Kids,14.99,73.0
892,DELI,Crest Pro-Health Intense Mouthwash,5.29,73.0
893,BABY ITEMS,Preparation H Hemorrhoid Relief Suppositories,12.79,245.0
894,GROCERIES,Crest Leave-On Teeth Whitening,66.99,74.0
895,BEVERAGES,Sennheiser Black Momentum True Wireless,205.97,1.0
896,SEXUAL WELLNESS,Nature,10.99,0.0
897,nan,Pringles Potato Crisps Chips,1.74,
898,PERSONAL CARE,Sensodyne Extra Whitening Sensitivity Toothpaste,8.49,84.0
899,GROCERIES,Oral-B,8.99,76.0
900,GROCERIES,Febreze Odor-Eliminating Fade Defy,7.49,185.0
901,DAIRY,Razer Black Naga X Ergonomic Mmo Gaming,71.98,70.0
902,nan,Flavored Sparkling,21.99,
903,GROCERIES,Fanta Orange Soda,2.75,0.0
904,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
905,nan,Coca-Cola Vanilla Soda Soft Drink,14.99,
906,BABY ITEMS,Preparation H Hemorrhoid Relief Suppositories,12.79,245.0
907,nan,Samsung Galaxy Watch4 Classic Bluetooth Stainless,315.98,
908,PET CARE,Sensodyne Pronamel Intensive Repair Sensitivity Toothpaste,8.49,0.0
909,nan,Flavored Sparkling,21.99,
910,DAIRY,Pringles Potato Crisps Chips,1.74,33.0
911,nan,Pepsi Cola,10.18,
912,GROCERIES,Gillette Mach3,9.99,60.0
913,nan,Mood,16.99,2.0
914,nan,Purely Inspired Collagen Protein Powder,20.26,
915,BABY ITEMS,Burt,4.29,223.0
916,BREAKFAST & CEREAL,Apple,5.29,6.0
917,nan,Kellogg,3.24,2.0
918,nan,Lemon Lime Soda Pop,1.0,
919,DAIRY,Organic Bernie,2.69,2.0
920,nan,Ruby,5.29,
921,nan,Diet Pepsi Cola Soda Pop,10.18,
922,COOKIES,Smartypants Prenatal,20.99,164.0
923,FROZEN FOOD,Eggo Frozen Waffles,3.54,1527.0
924,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
925,nan,Pringles Potato Crisps Chips,1.74,
926,nan,Advil Coated Caplets,13.29,
927,nan,Preparation H Cooling Spray,9.99,
928,GROCERIES,Febreze Odor-Eliminating Fade Defy,7.49,268.0
929,GROCERIES,Invisible,8.99,140.0
930,nan,Eone Inglourious Basterds,18.99,
931,,Kellogg,3.04,
932,nan,Squirt Caffeine-Free Soda,11.34,
933,GROCERIES,Olay Regenerist Micro-Sculpting Serum,37.99,9.0
934,PERSONAL CARE,Polident Overnight Whitening Cleanser Tablets,8.99,0.0
935,nan,Uncle Lee,23.04,
936,nan,Sunkist Orange Soda Pop,1.0,
937,PERSONAL CARE,Poligrip Zinc Free Original Denture Adhesive Cream,6.49,0.0
938,nan,Mello Yello Citrus Flavored Soda Soft Drinks,26.39,
939,GROCERIES,Crest Whitening Therapy Charcoal Deep Clean Fluoride Toothpaste,6.99,328.0
940,PERSONAL CARE,Sensodyne Extra Whitening Sensitivity Toothpaste,7.29,84.0
941,nan,Olay Vitamin,11.99,
942,PERSONAL CARE,Poligrip Zinc Free Original Denture Adhesive Cream,6.49,0.0
943,nan,Pringles Potato Crisps Chips,1.74,
944,nan,7Up Cherry,18.75,
945,nan,Caffeine-Free,48.63,
946,BABY ITEMS,Fixodent Denture Adhesive Powder,7.99,77.0
947,DAIRY,Based Buffalo Style,6.19,7.0
948,GROCERIES,Spice Invisible,7.99,41.0
949,nan,Schweppes Caffeine-Free Ginger Ale,18.75,
950,nan,Skin Ultra Sensitive Shave Cream,8.99,
951,GROCERIES,Olay Retinol,34.99,10.0
952,nan,Preparation H Cooling Spray,9.99,
953,DAIRY,Based Buffalo Style,6.19,7.0
954,TOYS,Sega Puyo Puyo Tetris,30.98,1.0
955,PERSONAL CARE,Tom,5.99,0.0
956,nan,Hp Stream,225.98,
957,nan,Zz Bloody Mary Mix,4.48,
958,GROCERIES,Olay Retinol,34.99,10.0
959,nan,Trident Spearmint Rush Sugar Free Gum,5.49,
960,PERSONAL CARE,Sensodyne Repair,8.49,36.0
961,nan,Kellogg,5.24,27.0
962,GROCERIES,Olay Regenerist Micro-Sculpting Serum,37.99,9.0
963,nan,Polar Seltzer,2.94,
964,GROCERIES,Derma+ Invisible Gel Antiperspirant,8.99,75.0
965,GROCERIES,Antiperspirant Deodorant,11.99,45.0
966,nan,Caffeine-Free,25.0,
967,nan,Lemon Lime Soda Pop,1.0,
968,nan,Pepsi Cola Soda Pop,3.33,
969,nan,Sunkist Orange Soda Pop,1.0,
970,VITAMINS & SUPPLEMENTS,Align Probiotic Supplement,21.99,3.0
971,nan,Kellogg,5.24,27.0
972,HEALTH CARE,Advil Pm Pain Reliever,12.79,0.0
973,nan,Pringles Potato Crisps Chips,1.74,
974,nan,Spice Hardest Working Collection Anti-Perspirant Deodorant,7.99,
975,nan,Purely Inspired Collagen Protein Powder,20.26,
976,COOKIES,Caramel Almond,8.99,1.0
977,BABY ITEMS,Olay Lotion Moisturizer,9.99,164.0
978,GROCERIES,Sprite Lemon Lime Soda Soft Drink,1.96,0.0
979,GROCERIES,Cascade Complete Actionpacs Dishwasher Detergent Pods,13.49,
980,HEALTH & MEDICINE,Preparation H Hemorrhoid Relief Ointment Tube,12.49,214.0
981,GROCERIES,Clear Gel Antiperspirant Deodorant,8.49,1.0
982,GROCERIES,Olay Regenerist Micro-Sculpting Cream Face Moisturizer,10.49,67.0
983,HOUSEHOLD,Febreze,3.49,147.0
984,nan,Skin Ultra Sensitive Shave Cream,8.99,
985,nan,Pureguardian Ultrasonic Warm,102.98,
986,GROCERIES,Olay Cleansing,10.99,3.0
987,GROCERIES,Febreze Odor-Eliminating Fade Defy,7.49,268.0
988,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
989,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,10.39,0.0
990,COOKIES,Pringles Potato Crisps Chips,6.49,278.0
991,GROCERIES,Creamy Raw Almond Butter,13.29,7.0
992,nan,Apple,27.99,
993,CONDIMENTS,Manuka Honey Marfura,11.49,28.0
994,nan,Pepsi Cola,10.18,
995,BABY ITEMS,Olay Lotion Moisturizer,11.99,118.0
996,VITAMINS & SUPPLEMENTS,Centrum Multigummies Men,20.99,182.0
997,nan,Nature,3.74,
998,BEVERAGES,Clearing Eucalyptus Aromatherapy Mist Clearing Eucalyptus,5.99,27.0
999,nan,Coca-Cola Vanilla Soda Soft Drink,14.99,
1000,GROCERIES,Insignia Black,65.98,3.0
